"~start_node_id","~start_node_labels","~start_node_property_name","~relationship_type","~end_node_id","~end_node_labels","~end_node_property_name","~end_node_property_score","~end_node_property_description","~start_node_property_scf_id","~start_node_property_strength","~start_node_property_description"
"694","Policy","Information Location","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-24",10,"Mechanisms exist to identify and document the location of information and the specific system components on which the information resides."
"695","Policy","Automated Tools to Support Information Location","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-24.1",6,"Automated mechanisms exist to identify by data classification type to ensure adequate cybersecurity & data privacy controls are in place to protect organizational information and individual data privacy."
"696","Policy","Transfer of Sensitive and/or Regulated Data","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-25",10,"Mechanisms exist to restrict and govern the transfer of sensitive and/or regulated data to third-countries or international organizations."
"697","Policy","Transfer Activity Limits","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-25.1",7,"Mechanisms exist to establish organization-defined 'normal business activities' to identify anomalous transaction activities that can reduce the opportunity for sending (outbound) and/or receiving (inbound) fraudulent actions."
"698","Policy","Data Localization","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - DCH-26",10,"Mechanisms exist to constrain the impact of 'digital sovereignty laws,' that require localized data within the host country, where data and processes may be subjected to arbitrary enforcement actions that potentially violate other applicable statutory, regulatory and/or contractual obligations."
"699","Policy","Embedded Technology Security Program ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - EMB-01",10,"Mechanisms exist to facilitate the implementation of embedded technology controls. "
"700","Policy","Internet of Things (IOT) ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - EMB-02",9,"Mechanisms exist to proactively manage the cybersecurity & data privacy risks associated with Internet of Things (IoT)."
"701","Policy","Operational Technology (OT) ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - EMB-03",9,"Mechanisms exist to proactively manage the cybersecurity & data privacy risks associated with Operational Technology (OT)."
"702","Policy","Interface Security","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - EMB-04",4,"Mechanisms exist to protect embedded devices against unauthorized use of the physical factory diagnostic and test interface(s)."
"703","Policy","Embedded Technology Configuration Monitoring","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - EMB-05",6,"Mechanisms exist to generate log entries on embedded devices when configuration changes or attempts to access interfaces are detected."
"704","Policy","Prevent Alterations","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - EMB-06",6,"Mechanisms exist to protect embedded devices by preventing the unauthorized installation and execution of software."
"705","Policy","Embedded Technology Maintenance","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - EMB-07",6,"Mechanisms exist to securely update software and upgrade functionality on embedded devices."
"706","Policy","Resilience To Outages","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - EMB-08",2,"Mechanisms exist to configure embedded technology to be resilient to data network and power outages."
"707","Policy","Power Level Monitoring","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - EMB-09",4,"Automated mechanisms exist to monitor the power levels of embedded technologies for decreased or excessive power usage, including battery drainage, to investigate for device tampering."
"708","Policy","Embedded Technology Reviews","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - EMB-10",8,"Mechanisms exist to perform evaluations of deployed embedded technologies as needed, or at least on an annual basis, to ensure that necessary updates to mitigate the risks associated with legacy embedded technologies are identified and implemented."
"709","Policy","Message Queuing Telemetry Transport (MQTT) Security","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - EMB-11",7,"Mechanisms exist to enforce the security of Message Queuing Telemetry Transport (MQTT) traffic."
"710","Policy","Restrict Communications","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - EMB-12",8,"Mechanisms exist to require embedded technologies to initiate all communications and drop new, incoming communications."
"711","Policy","Authorized Communications","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - EMB-13",8,"Mechanisms exist to restrict embedded technologies to communicate only with authorized peers and service endpoints."
"712","Policy","Operating Environment Certification","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - EMB-14",9,"Mechanisms exist to determine if embedded technologies are certified for secure use in the proposed operating environment."
"713","Policy","Safety Assessment","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - EMB-15",9,"Mechanisms exist to evaluate the safety aspects of embedded technologies via a fault tree analysis, or similar method, to determine possible consequences of misuse, misconfiguration and/or failure."
"714","Policy","Certificate-Based Authentication","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - EMB-16",5,"Mechanisms exist to enforce certificate-based authentication for embedded technologies (e.g., IoT, OT, etc.) and their supporting services."
"715","Policy","Chip-To-Cloud Security","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - EMB-17",6,"Mechanisms exist to implement embedded technologies that utilize pre-provisioned cloud trust anchors to support secure bootstrap and Zero Touch Provisioning (ZTP)."
"716","Policy","Real-Time Operating System (RTOS) Security","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - EMB-18",5,"Mechanisms exist to ensure embedded technologies utilize a securely configured Real-Time Operating System (RTOS)."
"717","Policy","Safe Operations","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - EMB-19",9,"Mechanisms exist to continuously validate autonomous systems that trigger an automatic state change when safe operation is no longer assured."
"718","Policy","Sensor Delivery Verification","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - END-13.4",4,"Mechanisms exist to verify embedded technology sensors are configured so that data collected by the sensor(s) is only reported to authorized individuals or roles."
"719","Policy","Endpoint Security ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - END-01",10,"Mechanisms exist to facilitate the implementation of endpoint security controls."
"720","Policy","Endpoint Protection Measures ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - END-02",9,"Mechanisms exist to protect the confidentiality, integrity, availability and safety of endpoint devices."
"721","Policy","Prohibit Installation Without Privileged Status ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - END-03",9,"Automated mechanisms exist to prohibit software installations without explicitly assigned privileged status. "
"722","Policy","Software Installation Alerts","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - END-03.1",8,"Mechanisms exist to generate an alert when new software is detected. "
"723","Policy","Governing Access Restriction for Change","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - END-03.2",8,"Mechanisms exist to define, document, approve and enforce access restrictions associated with changes to systems."
"724","Policy","Malicious Code Protection (Anti-Malware) ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - END-04",10,"Mechanisms exist to utilize antimalware technologies to detect and eradicate malicious code."
"725","Policy","Automatic Antimalware Signature Updates","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - END-04.1",9,"Mechanisms exist to automatically update antimalware technologies, including signature definitions. "
"726","Policy","Documented Protection Measures","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - END-04.2",3,"Mechanisms exist to document antimalware technologies."
"727","Policy","Centralized Management of Antimalware Technologies","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - END-04.3",8,"Mechanisms exist to centrally-manage antimalware technologies."
"728","Policy","Heuristic / Nonsignature-Based Detection","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - END-04.4",8,"Mechanisms exist to utilize heuristic / nonsignature-based antimalware detection capabilities."
"729","Policy","Malware Protection Mechanism Testing","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - END-04.5",5,"Mechanisms exist to test antimalware technologies by introducing a known benign, non-spreading test case into the system and subsequently verifying that both detection of the test case and associated incident reporting occurs. "
"730","Policy","Evolving Malware Threats","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - END-04.6",3,"Mechanisms exist to perform periodic evaluations evolving malware threats to assess systems that are generally not considered to be commonly affected by malicious software. "
