"~id","~labels","name","score","description","scf_id","strength"
"757","Policy","Restrict Access To Security Functions",,"Mechanisms exist to ensure security functions are restricted to authorized individuals and enforce least privilege control requirements for necessary job functions.","OPS - END-16",7
"758","Policy","Host-Based Security Function Isolation",,"Mechanisms exist to implement underlying software separation mechanisms to facilitate security function isolation. ","OPS - END-16.1",7
"759","Policy","Network Security Controls (NSC)",,"Mechanisms exist to develop, govern & update procedures to facilitate the implementation of Network Security Controls (NSC).","OPS - NET-01",10
"760","Policy","Zero Trust Architecture (ZTA)",,"Mechanisms exist to treat all users and devices as potential threats and prevent access to data and resources until the users can be properly authenticated and their access authorized.","OPS - NET-01.1",8
"761","Policy","Layered Network Defenses ",,"Mechanisms exist to implement security functions as a layered structure that minimizes interactions between layers of the design and avoids any dependence by lower layers on the functionality or correctness of higher layers. ","OPS - NET-02",9
"762","Policy","Denial of Service (DoS) Protection",,"Automated mechanisms exist to protect against or limit the effects of denial of service attacks. ","OPS - NET-02.1",9
"763","Policy","Guest Networks",,"Mechanisms exist to implement and manage a secure guest network. ","OPS - NET-02.2",6
"764","Policy","Cross Domain Solution (CDS)",,"Mechanisms exist to implement a Cross Domain Solution (CDS) to mitigate the specific security risks of accessing or transferring information between security domains.","OPS - NET-02.3",6
"765","Policy","Boundary Protection ",,"Mechanisms exist to monitor and control communications at the external network boundary and at key internal boundaries within the network.","OPS - NET-03",10
"766","Policy","Limit Network Connections",,"Mechanisms exist to limit the number of concurrent external network connections to its systems. ","OPS - NET-03.1",9
"767","Policy","External Telecommunications Services ",,"Mechanisms exist to maintain a managed interface for each external telecommunication service that protects the confidentiality and integrity of the information being transmitted across each interface.","OPS - NET-03.2",7
"768","Policy","Prevent Discovery of Internal Information",,"Mechanisms exist to prevent the public disclosure of internal network information. ","OPS - NET-03.3",7
"769","Policy","Personal Data (PD)",,"Mechanisms exist to apply network-based processing rules to data elements of Personal Data (PD).","OPS - NET-03.4",7
"770","Policy","Prevent Unauthorized Exfiltration",,"Automated mechanisms exist to prevent the unauthorized exfiltration of sensitive/regulated data across managed interfaces. ","OPS - NET-03.5",5
"771","Policy","Dynamic Isolation & Segregation (Sandboxing)",,"Automated mechanisms exist to dynamically isolate (e.g., sandbox) untrusted components during runtime, where the component is isolated in a fault-contained environment but it can still collaborate with the application. ","OPS - NET-03.6",5
"772","Policy","Isolation of Information System Components",,"Mechanisms exist to employ boundary protections to isolate systems, services and processes that support critical missions and/or business functions. ","OPS - NET-03.7",5
"773","Policy","Separate Subnet for Connecting to Different Security Domains",,"Mechanisms exist to implement separate network addresses (e.g., different subnets) to connect to systems in different security domains.","OPS - NET-03.8",5
"774","Policy","Data Flow Enforcement – Access Control Lists (ACLs)",,"Mechanisms exist to design, implement and review firewall and router configurations to restrict connections between untrusted networks and internal systems. ","OPS - NET-04",10
"775","Policy","Deny Traffic by Default & Allow Traffic by Exception",,"Mechanisms exist to configure firewall and router configurations to deny network traffic by default and allow network traffic by exception (e.g., deny all, permit by exception). ","OPS - NET-04.1",10
"776","Policy","Object Security Attributes ",,"Mechanisms exist to associate security attributes with information, source and destination objects to enforce defined information flow control configurations as a basis for flow control decisions. ","OPS - NET-04.2",5
"777","Policy","Content Check for Encrypted Data",,"Mechanisms exist to prevent encrypted data from bypassing content-checking mechanisms. ","OPS - NET-04.3",4
"778","Policy","Embedded Data Types",,"Mechanisms exist to enforce limitations on embedding data within other data types. ","OPS - NET-04.4",2
"779","Policy","Metadata ",,"Mechanisms exist to enforce information flow controls based on metadata. ","OPS - NET-04.5",2
"780","Policy","Human Reviews",,"Mechanisms exist to enforce the use of human reviews for Access Control Lists (ACLs) and similar rulesets on a routine basis. ","OPS - NET-04.6",9
"781","Policy","Security Policy Filters",,"Automated mechanisms exist to enforce information flow control using security policy filters as a basis for flow control decisions.","OPS - NET-04.7",5
"782","Policy","Data Type Identifiers",,"Automated mechanisms exist to utilize data type identifiers to validate data essential for information flow decisions when transferring information between different security domains.","OPS - NET-04.8",5
"783","Policy","Decomposition Into Policy-Related Subcomponents",,"Automated mechanisms exist to decompose information into policy-relevant subcomponents for submission to policy enforcement mechanisms, when transferring information between different security domains.","OPS - NET-04.9",5
"784","Policy","Detection of Unsanctioned Information",,"Automated mechanisms exist to implement security policy filters requiring fully enumerated formats that restrict data structure and content, when transferring information between different security domains.","OPS - NET-04.10",5
"785","Policy","Approved Solutions",,"Automated mechanisms exist to examine information for the presence of unsanctioned information and prohibits the transfer of such information, when transferring information between different security domains.","OPS - NET-04.11",5
"786","Policy","Cross Domain Authentication",,"Automated mechanisms exist to uniquely identify and authenticate source and destination points for information transfer.","OPS - NET-04.12",5
"787","Policy","Metadata Validation",,"Automated mechanisms exist to apply cybersecurity and/or data privacy filters on metadata.","OPS - NET-04.13",2
"788","Policy","System Interconnections",,"Mechanisms exist to authorize connections from systems to other systems using Interconnection Security Agreements (ISAs) that document, for each interconnection, the interface characteristics, cybersecurity & data privacy requirements and the nature of the information communicated.","OPS - NET-05",9
"789","Policy","External System Connections",,"Mechanisms exist to prohibit the direct connection of a sensitive system to an external network without the use of an organization-defined boundary protection device. ","OPS - NET-05.1",8
"790","Policy","Internal System Connections",,"Mechanisms exist to control internal system connections through authorizing internal connections of systems and documenting, for each internal connection, the interface characteristics, security requirements and the nature of the information communicated.","OPS - NET-05.2",7
"791","Policy","Network Segmentation",,"Mechanisms exist to ensure network architecture utilizes network segmentation to isolate systems, applications and services that protections from other network resources.","OPS - NET-06",10
